POI_ID,ADDRESS,"﻿""DESCRIPTION""",NAME,GeoJSON,geo_point_2d
7855,CATARAQUI CEMETERY,Trail Access,RIDEAU TRAIL CATARAQUI CEMETARY RD ACCESS PNT,"{""coordinates"": [-76.54404132295018, 44.26802162996172], ""type"": ""Point""}","44.26802162996172,-76.54404132295018"
7808,80 GORE RD,Heritage Site,MACLEAN HOUSE HERITAGE BARN,"{""coordinates"": [-76.46120239817323, 44.26007418376139], ""type"": ""Point""}","44.26007418376139,-76.46120239817323"
7509,279 WELLINGTON ST,Criminal Court,ONTARIO CRIMINAL COURT,"{""coordinates"": [-76.48110803205721, 44.23468415681061], ""type"": ""Point""}","44.23468415681061,-76.48110803205721"
7510,661 MONTREAL ST,Health Centre,K&P MONTREAL ST TRAIL ACCESS PNT,"{""coordinates"": [-76.4861018552944, 44.24878833553103], ""type"": ""Point""}","44.24878833553103,-76.4861018552944"
8090,18 GOLF COURSE LN,Education Facility,SOUTHVIEW PS,"{""coordinates"": [-76.93731837420705, 44.238203929042335], ""type"": ""Point""}","44.238203929042335,-76.93731837420705"
7206,974 PEMBRIDGE CRES,Education Facility,ARCHBISHOP O'SULLIVAN CATHOLIC SCHOOL,"{""coordinates"": [-76.58472559684347, 44.249509105216454], ""type"": ""Point""}","44.249509105216454,-76.58472559684347"
9005,STUART ST,Soccer Field,NIXON FIELD SOCCER FIELD,"{""coordinates"": [-76.49467292586236, 44.225025214840414], ""type"": ""Point""}","44.225025214840414,-76.49467292586236"
8406,750 INNOVATION DR,Soccer Field,J. MACHEN SPORTS FIELDS,"{""coordinates"": [-76.43695279959815, 44.27338052294794], ""type"": ""Point""}","44.27338052294794,-76.43695279959815"
9009,9 DE LA MERITE DR,Soccer Field,ROYAL MILITARY COLLEGE OF CANADA SOCCER FIELD,"{""coordinates"": [-76.46599353285785, 44.23356988333653], ""type"": ""Point""}","44.23356988333653,-76.46599353285785"
8820,485 BOXWOOD ST,Park,LOMBARDY PARK,"{""coordinates"": [-76.58783577580776, 44.23863827263289], ""type"": ""Point""}","44.23863827263289,-76.58783577580776"
9099,15 OAK ST,Park,MAX JACKSON PARK,"{""coordinates"": [-76.50321896562421, 44.251219250084546], ""type"": ""Point""}","44.251219250084546,-76.50321896562421"
9101,1211 PRINCE CHARLES DR,Park,JOHN GRASS CREEK PARK,"{""coordinates"": [-76.60586903548854, 44.24618262141453], ""type"": ""Point""}","44.24618262141453,-76.60586903548854"
9102,196 YONGE ST,Park,GARRIGAN PARK,"{""coordinates"": [-76.51908761804681, 44.22329224753088], ""type"": ""Point""}","44.22329224753088,-76.51908761804681"
8233,1900 UNITY RD,Park,HIGHLAND HEIGHTS OPEN SPACE,"{""coordinates"": [-76.52463346927087, 44.31897053092612], ""type"": ""Point""}","44.31897053092612,-76.52463346927087"
7255,BULLEN RD,Trail Access,RIDEAU TRAIL BULLEN RD ACCESS PNT,"{""coordinates"": [-76.55470893770814, 44.29135092739344], ""type"": ""Point""}","44.29135092739344,-76.55470893770814"
7552,1992 JACKSON MILLS RD,Trail Access,RIDEAU TRAIL JACKSON MILLS RD ACCESS PNT,"{""coordinates"": [-76.5599371158344, 44.29757820875379], ""type"": ""Point""}","44.29757820875379,-76.5599371158344"
7553,401,Trail Access,K&P HWY 401 TUNNEL ACCESS PNT,"{""coordinates"": [-76.56409060551012, 44.28258831171996], ""type"": ""Point""}","44.28258831171996,-76.56409060551012"
7554,UNITY RD,Trail Access,RIDEAU TRAIL UNITY RD ACCESS PNT,"{""coordinates"": [-76.56397500876294, 44.318370714566804], ""type"": ""Point""}","44.318370714566804,-76.56397500876294"
7555,3322 VAN ORDER DR,Trail Access,RIDEAU TRAIL VAN ORDER DR ACCESS PNT,"{""coordinates"": [-76.61835558600943, 44.33581453730887], ""type"": ""Point""}","44.33581453730887,-76.61835558600943"
7556,1456 CENTENNIAL DR,Trail Access,K&P CENTENNIAL DR ACCESS PNT,"{""coordinates"": [-76.56435870498933, 44.28008397236201], ""type"": ""Point""}","44.28008397236201,-76.56435870498933"
7512,1789 BATH RD,Education Facility,MODULE DE L'ACADIE,"{""coordinates"": [-76.57724756325125, 44.23720853877149], ""type"": ""Point""}","44.23720853877149,-76.57724756325125"
7812,530 EARL ST,Education Facility,WINSTON CHURCHILL PUBLIC SCHOOL,"{""coordinates"": [-76.50398451788767, 44.22925983037836], ""type"": ""Point""}","44.22925983037836,-76.50398451788767"
7208,266 MCMAHON AVE,Education Facility,ST. PAUL CATHOLIC SCHOOL,"{""coordinates"": [-76.52401099252248, 44.24962746218679], ""type"": ""Point""}","44.24962746218679,-76.52401099252248"
8723,1180 WOODBINE RD,Soccer Field,WOODBINE PARK MINI SOCCER FIELD 1,"{""coordinates"": [-76.60132718470157, 44.26137077626887], ""type"": ""Point""}","44.26137077626887,-76.60132718470157"
8410,72 GILMOUR AVE,Soccer Field,ECOLE SECONDAIRE PUBLIQUE MILLE-ILES SOCCER FIELD,"{""coordinates"": [-76.52217863245195, 44.237389101657364], ""type"": ""Point""}","44.237389101657364,-76.52217863245195"
8413,70 CRAFTSMAN BLVD,Ball Diamond,REGIMENT (CFB) BASEBALL FIELD,"{""coordinates"": [-76.44618092612819, 44.24260474101812], ""type"": ""Point""}","44.24260474101812,-76.44618092612819"
8415,535 UNION ST,Soccer Field,QUEEN'S UNIVERSITY - WEST CAMPUS SOCCER FIELD,"{""coordinates"": [-76.51590860532183, 44.2297411807713], ""type"": ""Point""}","44.2297411807713,-76.51590860532183"
8234,563 KINGSTON MILLS RD,Park,KINGSTON MILLS LOCKS (PARK),"{""coordinates"": [-76.44482991360468, 44.291698447782366], ""type"": ""Point""}","44.291698447782366,-76.44482991360468"
9105,820 SOMERSET CRES,Park,SUTTON MILLS PARK,"{""coordinates"": [-76.5772097647835, 44.25077552607023], ""type"": ""Point""}","44.25077552607023,-76.5772097647835"
9106,140 RIDEAU ST,Park,RIVERVIEW PARK,"{""coordinates"": [-76.48313153168954, 44.23726829299889], ""type"": ""Point""}","44.23726829299889,-76.48313153168954"
9109,731 MONTREAL ST,Park,BELLE PARK,"{""coordinates"": [-76.4819239252999, 44.251366809108134], ""type"": ""Point""}","44.251366809108134,-76.4819239252999"
7261,920 KING ST,Trail Access & Parking,WATERFRONT TRAIL LAKE ONTARIO PARK TRAILHEAD,"{""coordinates"": [-76.53245579109864, 44.21718432370847], ""type"": ""Point""}","44.21718432370847,-76.53245579109864"
7856,920 KING ST W,Water Park,LAKE ONTARIO PARK WATER PARK,"{""coordinates"": [-76.53069232161985, 44.21633302247037], ""type"": ""Point""}","44.21633302247037,-76.53069232161985"
7559,2039 CORDUKES RD,Communication Tower,2039 CORDUKES RD CELL TOWER,"{""coordinates"": [-76.57847024281888, 44.299878675963946], ""type"": ""Point""}","44.299878675963946,-76.57847024281888"
7209,130 RUSSELL ST,Education Facility,REGIOPOLIS - NOTRE DAME CATHOLIC HIGH SCHOOL,"{""coordinates"": [-76.49362992889168, 44.24323713591945], ""type"": ""Point""}","44.24323713591945,-76.49362992889168"
8095,1059 TAYLOR-KIDD BLVD,Education Facility,BAYRIDGE SECONDARY SCHOOL,"{""coordinates"": [-76.59675246997274, 44.25050013333298], ""type"": ""Point""}","44.25050013333298,-76.59675246997274"
7211,284 WALSH RD,Education Facility,PERTH RD PUBLIC SCHOOL,"{""coordinates"": [-76.48354816236731, 44.43300026334686], ""type"": ""Point""}","44.43300026334686,-76.48354816236731"
7517,245 BELLEVILLE RD,Education Facility,NAPANEE DISTRICT SECONDARY SCHOOL,"{""coordinates"": [-76.95973117234321, 44.24905583087034], ""type"": ""Point""}","44.24905583087034,-76.95973117234321"
7814,3889 WILTON RD,Education Facility,ST. PATRICK C. S.,"{""coordinates"": [-76.66993535020015, 44.399966248628054], ""type"": ""Point""}","44.399966248628054,-76.66993535020015"
8097,1447 MOUNTAIN GROVE RD,Education Facility,LAND O LAKES PS,"{""coordinates"": [-76.84549243619387, 44.738077929060736], ""type"": ""Point""}","44.738077929060736,-76.84549243619387"
7213,53 VICTORIA ST,Education Facility,MARYSVILLE PS,"{""coordinates"": [-76.43839605852288, 44.19246150792654], ""type"": ""Point""}","44.19246150792654,-76.43839605852288"
9013,153 VAN ORDER DR,Soccer Field,LOYALIST COLLEGIATE AND VOCATIONAL INSTITUTE SOCCER FIELD,"{""coordinates"": [-76.52093797661007, 44.23966692005519], ""type"": ""Point""}","44.23966692005519,-76.52093797661007"
8725,1174 ITALIA LANE,Soccer Field,ITALO-CANADIAN CLUB SOCCER FIELD,"{""coordinates"": [-76.48335651350304, 44.2774002931259], ""type"": ""Point""}","44.2774002931259,-76.48335651350304"
8728,,Town,CLAYTON,"{""coordinates"": [-76.32601432173864, 45.19203176408793], ""type"": ""Point""}","45.19203176408793,-76.32601432173864"
9015,,Village,HARROWSMITH,"{""coordinates"": [-76.65534694581028, 44.41062619350433], ""type"": ""Point""}","44.41062619350433,-76.65534694581028"
8916,,Village,ERINSVILLE,"{""coordinates"": [-77.05044605484967, 44.48092091325923], ""type"": ""Point""}","44.48092091325923,-77.05044605484967"
8632,,Village,PHILIPSVILLE,"{""coordinates"": [-76.15401644516861, 44.64103325160072], ""type"": ""Point""}","44.64103325160072,-76.15401644516861"
9110,141 THIRD AVE,Park,THIRD AVENUE PARK,"{""coordinates"": [-76.50542951383409, 44.24513870600413], ""type"": ""Point""}","44.24513870600413,-76.50542951383409"
8526,927 PURDY'S MILL RD,Cemetery,CATARAQUI CEMETERY,"{""coordinates"": [-76.54150013266329, 44.26006874386588], ""type"": ""Point""}","44.26006874386588,-76.54150013266329"
9112,807 LASALLE BV,Beach,RAVENSVIEW PARK BEACH,"{""coordinates"": [-76.4261895279928, 44.2379277042924], ""type"": ""Point""}","44.2379277042924,-76.4261895279928"
9113,4000 BATH RD,Marina,GEORGE'S MARINA,"{""coordinates"": [-76.60100597319115, 44.2408373460784], ""type"": ""Point""}","44.2408373460784,-76.60100597319115"
7266,67 UNIVERSITY AV,Cell Antenna,67 UNIVERSITY AV CELL ANTENNA,"{""coordinates"": [-76.49482038537569, 44.22633792782182], ""type"": ""Point""}","44.22633792782182,-76.49482038537569"
7218,1085 WOODBINE RD,Education Facility,HOLY CROSS CATHOLIC SECONDARY SCHOOL,"{""coordinates"": [-76.59692043692124, 44.25786346955818], ""type"": ""Point""}","44.25786346955818,-76.59692043692124"
7815,4330 WHEATLEY ST,Education Facility,LOUGHBOROUGH PUBLIC SCHOOL,"{""coordinates"": [-76.59369998869947, 44.40814629726861], ""type"": ""Point""}","44.40814629726861,-76.59369998869947"
7220,247 CHURCH ST,Education Facility,BATH PS,"{""coordinates"": [-76.77946364232498, 44.18664055842089], ""type"": ""Point""}","44.18664055842089,-76.77946364232498"
7221,14608 HWY 38,Education Facility,ST JAMES MAJOR CS,"{""coordinates"": [-76.6769792072325, 44.78763153491718], ""type"": ""Point""}","44.78763153491718,-76.6769792072325"
7222,7356 HWY 506,Education Facility,CLARENDON CENTRAL PS,"{""coordinates"": [-76.98473067123474, 44.958010517433245], ""type"": ""Point""}","44.958010517433245,-76.98473067123474"
7520,6875 HWY 38,Education Facility,PRINCE CHARLES PS,"{""coordinates"": [-76.69152803248973, 44.487762770686615], ""type"": ""Point""}","44.487762770686615,-76.69152803248973"
9507,760 HWY 15,Plaza,BARRIEFIELD PLAZA,"{""coordinates"": [-76.4612352955831, 44.25258016828487], ""type"": ""Point""}","44.25258016828487,-76.4612352955831"
9505,2454 PERTH RD,Plaza,GLENBURNIE GROCERY,"{""coordinates"": [-76.50235113317576, 44.32089395909239], ""type"": ""Point""}","44.32089395909239,-76.50235113317576"
9504,199 WILSON ST,Washroom,SHANNON PARK A&B WASHROOM,"{""coordinates"": [-76.48527468582003, 44.26329419934689], ""type"": ""Point""}","44.26329419934689,-76.48527468582003"
7319,151 ORDNANCE ST,Balled Daimond,MCBURNEY PARK BALL DIAMOND,"{""coordinates"": [-76.48739339823416, 44.2360784258014], ""type"": ""Point""}","44.2360784258014,-76.48739339823416"
9500,1 KING ST,Washroom,RICHARDSON BEACH BATH HOUSE,"{""coordinates"": [-76.48899226234501, 44.22212937498621], ""type"": ""Point""}","44.22212937498621,-76.48899226234501"
9468,775 BAYRIDGE DR,Plaza,BAYRIDGE CENTRE PLAZA,"{""coordinates"": [-76.59031816850518, 44.25154144359447], ""type"": ""Point""}","44.25154144359447,-76.59031816850518"
9466,1528 Sydenham Rd,Health Clinic,"Doctor Averns, Henry L - Internal Medicine and Rheumatology","{""coordinates"": [-76.54074715423845, 44.28499340664992], ""type"": ""Point""}","44.28499340664992,-76.54074715423845"
9465,1681 BATH RD,Plaza,LASALLE PLAZA,"{""coordinates"": [-76.56981571741537, 44.23656688483926], ""type"": ""Point""}","44.23656688483926,-76.56981571741537"
9501,300 KING ST W,Washroom,BREAKWATER PARK WASHROOM,"{""coordinates"": [-76.502010911346, 44.22175399022231], ""type"": ""Point""}","44.22175399022231,-76.502010911346"
8890,1 THE TRAGICALLY HIP WAY,Washroom,LEON'S CENTRE WASHROOM,"{""coordinates"": [-76.47917859106099, 44.23326996940723], ""type"": ""Point""}","44.23326996940723,-76.47917859106099"
7963,295 ONTARIO ST,Ferry Terminal,WOLFE ISLAND FERRY TERMINAL BLDG,"{""coordinates"": [-76.47850429972992, 44.23271845181255], ""type"": ""Point""}","44.23271845181255,-76.47850429972992"
9476,"241 Church Street, Bath",Twp Fire Station,LOY STATION 3 BATH,"{""coordinates"": [-76.77855744412162, 44.18582646007016], ""type"": ""Point""}","44.18582646007016,-76.77855744412162"
9475,363 Amherst Dr,Twp Fire Station,LOY STATION 4 AMHERSTVIEW,"{""coordinates"": [-76.66280160181857, 44.2256156367577], ""type"": ""Point""}","44.2256156367577,-76.66280160181857"
9481,66 Advance Ave,Twp Fire Station,NAP STATION 1 HQ NAPANEE,"{""coordinates"": [-76.9549299481147, 44.25605614700113], ""type"": ""Point""}","44.25605614700113,-76.9549299481147"
9473,237 Burridge Rd,Twp Fire Station,SF STATION 2 BURRIDGE RD,"{""coordinates"": [-76.54115957427258, 44.653055451675506], ""type"": ""Point""}","44.653055451675506,-76.54115957427258"
9496,6930 Road 38,Twp Fire Station,SF STATION 3 ROAD 38,"{""coordinates"": [-76.68952787064926, 44.490126270922175], ""type"": ""Point""}","44.490126270922175,-76.68952787064926"
9470,3516 Latimer Rd,Twp Fire Station,SF STATION 7 LATIMER RD,"{""coordinates"": [-76.51105232081375, 44.36179175014509], ""type"": ""Point""}","44.36179175014509,-76.51105232081375"
9472,5855 Perth Rd,Twp Fire Station,SF STATION 6 PERTH RD,"{""coordinates"": [-76.49282479933915, 44.467757425500544], ""type"": ""Point""}","44.467757425500544,-76.49282479933915"
9471,11905 41 Hwy,Twp Fire Station,AH STATION 1 KALADAR,"{""coordinates"": [-77.15899991494686, 44.71842715361947], ""type"": ""Point""}","44.71842715361947,-77.15899991494686"
9493,1045 Mill Rd,Twp Fire Station,CF STATION 2 MILL RD,"{""coordinates"": [-76.8428221361791, 44.74039395078136], ""type"": ""Point""}","44.74039395078136,-76.8428221361791"
9491,1020 Wagner Rd,Twp Fire Station,CF STATION 3 WAGNER RD,"{""coordinates"": [-76.68578331484662, 44.753942900866846], ""type"": ""Point""}","44.753942900866846,-76.68578331484662"
9479,40 Howe Island Baseline Rd,Twp Fire Station,FI HOWE ISLAND FIRE STATION,"{""coordinates"": [-76.31922208788741, 44.258810568530414], ""type"": ""Point""}","44.258810568530414,-76.31922208788741"
9510,480 MCCULLOUGH PARK DR,Swingset,McCullough Park Play Swingset,"{""coordinates"": [-76.62677597872192, 44.23381087562602], ""type"": ""Point""}","44.23381087562602,-76.62677597872192"
7495,218 BARRIE ST,Community Garden,AMS FOOD CENTRE GARDEN,"{""coordinates"": [-76.49163449269706, 44.22921902321374], ""type"": ""Point""}","44.22921902321374,-76.49163449269706"
8087,550 ARAGON RD,Swingset,HEMLOCK DOWNS PARK SWINGSET,"{""coordinates"": [-76.46180215491655, 44.306294659544264], ""type"": ""Point""}","44.306294659544264,-76.46180215491655"
9143,628 GARDINERS RD,Shopping Centre,RIOCAN CENTRE,"{""coordinates"": [-76.56598263823118, 44.24584174467691], ""type"": ""Point""}","44.24584174467691,-76.56598263823118"
7687,266 MCMAHON AVE,Playground,ST. PAUL'S ELEMENTARY SCHOOL PLAYGROUND,"{""coordinates"": [-76.52353312107053, 44.24969208121996], ""type"": ""Point""}","44.24969208121996,-76.52353312107053"
8774,266 MCMAHON AVE,Soccer Field,ST. PAUL'S ELEMENTARY SCHOOL SOCCER FIELD,"{""coordinates"": [-76.52403912096233, 44.248950390530695], ""type"": ""Point""}","44.248950390530695,-76.52403912096233"
7281,1648 JOYCEVILLE RD,Fire Station,KFR FIRE STATION 1,"{""coordinates"": [-76.33015368739231, 44.30269313731531], ""type"": ""Point""}","44.30269313731531,-76.33015368739231"
8761,171 RAILWAY ST,Fire Station,KFR FIRE STATION 5,"{""coordinates"": [-76.49429967222147, 44.24836154217385], ""type"": ""Point""}","44.24836154217385,-76.49429967222147"
7283,905 WOODBINE RD,Fire Station,KFR FIRE STATION 7,"{""coordinates"": [-76.58529143654827, 44.25844906662011], ""type"": ""Point""}","44.25844906662011,-76.58529143654827"
7581,2835 38 HWY,Fire Station,KFR FIRE STATION 9,"{""coordinates"": [-76.62120267070298, 44.32103771425215], ""type"": ""Point""}","44.32103771425215,-76.62120267070298"
9477,955 Stella 40 Foot Rd,Twp Fire Station,LOY STATION 2 AMHERST ISLAND,"{""coordinates"": [-76.6961847597007, 44.16483317314984], ""type"": ""Point""}","44.16483317314984,-76.6961847597007"
7250,,Village,PORT ELMSLEY,"{""coordinates"": [-76.12001363016093, 44.89203218472113], ""type"": ""Point""}","44.89203218472113,-76.12001363016093"
7543,,Village,WAGERVILLE,"{""coordinates"": [-76.80327433116378, 44.64178506895857], ""type"": ""Point""}","44.64178506895857,-76.80327433116378"
7740,,Village,ELPHIN,"{""coordinates"": [-76.61701330461881, 44.92303327495693], ""type"": ""Point""}","44.92303327495693,-76.61701330461881"
7452,,Village,PARMA,"{""coordinates"": [-76.96628613054803, 44.12243964993342], ""type"": ""Point""}","44.12243964993342,-76.96628613054803"
8040,,Village,PACKENHAM,"{""coordinates"": [-76.29001517456207, 45.334032944948675], ""type"": ""Point""}","45.334032944948675,-76.29001517456207"
7584,32 LUNDY'S LN,Military Family Resource Centre,KINGSTON MILITARY FAMILY RESOURCE CENTRE (CFB),"{""coordinates"": [-76.44783251892915, 44.23728860346997], ""type"": ""Point""}","44.23728860346997,-76.44783251892915"
8018,88 WRIGHT CRES,Washroom,KINGSTON FRONTENAC LIBRARY - CALVIN PARK BRANCH WASHROOM,"{""coordinates"": [-76.51754731457662, 44.23884204044944], ""type"": ""Point""}","44.23884204044944,-76.51754731457662"
7716,46 HEAKES LANE,Baseball Field,PCCC BASEBALL FIELD,"{""coordinates"": [-76.52541907451466, 44.214552176001305], ""type"": ""Point""}","44.214552176001305,-76.52541907451466"
7955,3 TERRY FOX DR,Fire Training Centre,KINGSTON FIRE TRAINING CENTRE,"{""coordinates"": [-76.51654446142095, 44.264300605276105], ""type"": ""Point""}","44.264300605276105,-76.51654446142095"
7374,1546 BATTERSEA RD,Park and Ride,MONTREAL ST PARK &  RIDE,"{""coordinates"": [-76.47217435074272, 44.27909653925801], ""type"": ""Point""}","44.27909653925801,-76.47217435074272"
7956,1690 HWY 15,Park and Ride,HIGHWAY 15 PARK AND RIDE,"{""coordinates"": [-76.43124572829753, 44.2871271083362], ""type"": ""Point""}","44.2871271083362,-76.43124572829753"
7648,310 KING ST E,Municipal Government Facility,BRITISH WHIG BUILDING,"{""coordinates"": [-76.4819793702054, 44.22998575275786], ""type"": ""Point""}","44.22998575275786,-76.4819793702054"
7375,LOUGHBOROUGH DR,Municipal-Unmaintained Boat Ramp,LOUGHBOROUGH LAKE BOAT RAMP,"{""coordinates"": [-76.57061112385267, 44.354746563771975], ""type"": ""Point""}","44.354746563771975,-76.57061112385267"
7376,GENERAL CRERAR CR,Boat Ramp,RMC BOAT RAMP,"{""coordinates"": [-76.46638414340038, 44.22905854751705], ""type"": ""Point""}","44.22905854751705,-76.46638414340038"
7757,1800 JOHN COUNTER BLVD,Train Station,VIA RAIL CANADA,"{""coordinates"": [-76.5367019351347, 44.25724256982064], ""type"": ""Point""}","44.25724256982064,-76.5367019351347"
8054,153 ROBERT WALLACE DR,Washroom,POLSON PARK WASHROOM,"{""coordinates"": [-76.52887900745075, 44.23557804261598], ""type"": ""Point""}","44.23557804261598,-76.52887900745075"
7169,750 INNOVATION DR,Washroom,J. MACHEN SPORTS FIELDS WASHROOM,"{""coordinates"": [-76.4349208164246, 44.27260215396226], ""type"": ""Point""}","44.27260215396226,-76.4349208164246"
7759,920 KING ST,Washroom,LAKE ONTARIO PARK WASHROOM,"{""coordinates"": [-76.53155538934679, 44.216923683084545], ""type"": ""Point""}","44.216923683084545,-76.53155538934679"
7760,303 YORK ST,Washroom,KINGSTON MEMORIAL CENTRE WASHROOM,"{""coordinates"": [-76.49920143733472, 44.23952815826669], ""type"": ""Point""}","44.23952815826669,-76.49920143733472"
8056,1 KING ST,Washroom,RICHARDSON BEACH BATH HOUSE,"{""coordinates"": [-76.48899226234501, 44.22212937498621], ""type"": ""Point""}","44.22212937498621,-76.48899226234501"
7438,3766 HWY 15,Tennis Court,PITTSBURGH/JOYCEVILLE INSTITUTE TENNIS COURTS,"{""coordinates"": [-76.35028254095542, 44.359156586945765], ""type"": ""Point""}","44.359156586945765,-76.35028254095542"
7439,1044 LANCASTER DR,Multi-Use Court,MOTHER THERESA ELEMENTARY SCHOOL MULTI USE COURT,"{""coordinates"": [-76.59732854184858, 44.25515668810486], ""type"": ""Point""}","44.25515668810486,-76.59732854184858"
7723,291 QUARRY POND CRT,Trail Access,GREENWOOD PARK TRAIL,"{""coordinates"": [-76.45338642025912, 44.26355776674008], ""type"": ""Point""}","44.26355776674008,-76.45338642025912"
7683,444 KINGSDALE AVE,Playground,MEADOWBROOK PARK PLAYGROUND 1,"{""coordinates"": [-76.5445345443552, 44.2459131503631], ""type"": ""Point""}","44.2459131503631,-76.5445345443552"
7989,1388 WOODFIELD CRES,Playground,WESTBROOK PARK PLAYGROUND,"{""coordinates"": [-76.61870482565011, 44.2705342425561], ""type"": ""Point""}","44.2705342425561,-76.61870482565011"
7685,64 DRENNAN ST,Playground,STARR REID PARK PLAYGROUND,"{""coordinates"": [-76.48444026462073, 44.26047991507373], ""type"": ""Point""}","44.26047991507373,-76.48444026462073"
7414,292 MOWAT AVE,Playground,WOODLANDS PARK PLAYGROUND,"{""coordinates"": [-76.5223374567273, 44.22644828399713], ""type"": ""Point""}","44.22644828399713,-76.5223374567273"
7650,76 STUART ST,Queen's University,NICKLE WING,"{""coordinates"": [-76.49308439548325, 44.2242906452091], ""type"": ""Point""}","44.2242906452091,-76.49308439548325"
7651,1641 PERTH RD,Park,CATARAQUI REGION CONSERVATION AUTHORITY,"{""coordinates"": [-76.50903575611817, 44.28100136377075], ""type"": ""Point""}","44.28100136377075,-76.50903575611817"
7171,1212 WOODBINE RD,Education Facility,BAYSIDE MONTESSORI SCHOOL,"{""coordinates"": [-76.59284424649177, 44.258112138798154], ""type"": ""Point""}","44.258112138798154,-76.59284424649177"
7172,25 MARKLAND ST,Education Facility,MULBERRY WALDORF SCHOOL,"{""coordinates"": [-76.48685066879837, 44.23847017151479], ""type"": ""Point""}","44.23847017151479,-76.48685066879837"
7173,89 KIRKPATRICK ST,Place of Worship,CHURCH OF THE REDEEMER,"{""coordinates"": [-76.4988440896949, 44.25363380587103], ""type"": ""Point""}","44.25363380587103,-76.4988440896949"
7724,1499 STONERIDGE DR,Retirement Residence,CHARTWELL SELECT RETIREMENT RESIDENCE,"{""coordinates"": [-76.5929497842232, 44.236895871819875], ""type"": ""Point""}","44.236895871819875,-76.5929497842232"
7726,12 SICILY DR,Marina,CFB YACHT CLUB,"{""coordinates"": [-76.4513584635367, 44.23363537318193], ""type"": ""Point""}","44.23363537318193,-76.4513584635367"
7146,1350 GARDINERS RD,Soccer Field,CARACO HOME FIELD,"{""coordinates"": [-76.56650400680125, 44.27582895003391], ""type"": ""Point""}","44.27582895003391,-76.56650400680125"
7415,1030 SUNNYSIDE RD,Playground,CLOVERDALE PARK PLAYGROUND,"{""coordinates"": [-76.54742883781722, 44.279106409217256], ""type"": ""Point""}","44.279106409217256,-76.54742883781722"
7689,361 ROOSEVELT DR,Playground,J R HENDERSON PUBLIC SCHOOL PLAYGROUND 1,"{""coordinates"": [-76.57548658785524, 44.22888098779278], ""type"": ""Point""}","44.22888098779278,-76.57548658785524"
7690,77 MACCAULEY ST,Playground,RIDEAU HEIGHTS PUBLIC SCHOOL PLAYGROUND 1,"{""coordinates"": [-76.48096414549775, 44.265646599767614], ""type"": ""Point""}","44.265646599767614,-76.48096414549775"
7991,346 COLLEGE ST,Playground,COMPTON PARK SWINGSET 1,"{""coordinates"": [-76.51106962662118, 44.234977920523306], ""type"": ""Point""}","44.234977920523306,-76.51106962662118"
7992,2400 PERTH RD,Playground,SHANNONS CORNERS PARK PLAYGROUND,"{""coordinates"": [-76.50159327082295, 44.31812240392817], ""type"": ""Point""}","44.31812240392817,-76.50159327082295"
7416,146 GUTHRIE DR,Playground,SNIDER PARK PLAYGROUND 2,"{""coordinates"": [-76.48150702557481, 44.27325886416972], ""type"": ""Point""}","44.27325886416972,-76.48150702557481"
7418,51 SUTHERLAND DR,Playground,SUTHERLAND DRIVE PARK SWINGSET 1,"{""coordinates"": [-76.47784460685713, 44.26894911717056], ""type"": ""Point""}","44.26894911717056,-76.47784460685713"
7294,53 FOURTH AVE,Tennis Court,KIWANIS PARK TENNIS COURT,"{""coordinates"": [-76.50090294127538, 44.24567537012981], ""type"": ""Point""}","44.24567537012981,-76.50090294127538"
7589,1805 2 HWY,Multi Use Court,MADOMA PARK TENNIS COURT,"{""coordinates"": [-76.37504050654852, 44.26476440855491], ""type"": ""Point""}","44.26476440855491,-76.37504050654852"
7892,60 UNION ST,Tennis Court,QUEEN'S UNIVERSITY - MAIN CAMPUS TENNIS COURT,"{""coordinates"": [-76.4937532820884, 44.2250764979159], ""type"": ""Point""}","44.2250764979159,-76.4937532820884"
7894,140 RIDEAU ST,Tennis Court,RIVERVIEW PARK TENNIS COURT 1,"{""coordinates"": [-76.48324988205361, 44.237474443794625], ""type"": ""Point""}","44.237474443794625,-76.48324988205361"
7895,792 HENDERSON BLVD,Tennis Court,HENDERSON PARK TENNIS COURTS,"{""coordinates"": [-76.57852661454942, 44.22936862330225], ""type"": ""Point""}","44.22936862330225,-76.57852661454942"
7765,236 NELSON ST,Place of Worship,ST. LUKE'S CHURCH,"{""coordinates"": [-76.5023782993812, 44.23780653526481], ""type"": ""Point""}","44.23780653526481,-76.5023782993812"
7766,66 WRIGHT CRES,Place of Worship,SEVENTH-DAY ADVENTIST CHURCH,"{""coordinates"": [-76.51703809683487, 44.23835503085176], ""type"": ""Point""}","44.23835503085176,-76.51703809683487"
7767,446 COLLEGE ST,Place of Worship,CHURCH OF CHRIST - KINGSTON,"{""coordinates"": [-76.51072404780071, 44.236870899528746], ""type"": ""Point""}","44.236870899528746,-76.51072404780071"
7175,4331 BATH RD,Place of Worship,ST. PETERS ANGLICAN CHURCH,"{""coordinates"": [-76.62885038266188, 44.22696622112877], ""type"": ""Point""}","44.22696622112877,-76.62885038266188"
7473,1021 WOODBINE RD,Place of Worship,WESTSIDE FELLOWSHIP CHRISTIAN REFORMED CHURCH,"{""coordinates"": [-76.59285072680233, 44.258245606204916], ""type"": ""Point""}","44.258245606204916,-76.59285072680233"
